Código;Capítulo;Subcapítulo;Residuo
08 01 18;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;01 | Residuos de la FFDU y del decapado o eliminación de pintura y barniz;08 01 18 | Residuos del decapado o eliminación de pintura y barniz, distintos de los especificados en el código 08 01 17
08 01 20;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;01 | Residuos de la FFDU y del decapado o eliminación de pintura y barniz;08 01 20 | Suspensiones acuosas que contienen pintura o barniz, distintos de los especificados en el código 08 01 19
08 01 99;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;01 | Residuos de la FFDU y del decapado o eliminación de pintura y barniz;08 01 99 | Residuos no especificados en otra categoría
08 02 01;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;02 | Residuos de la FFDU de otros revestimientos (incluidos materiales cerámicos);08 02 01 | Residuos de arenillas de revestimiento
08 02 02;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;02 | Residuos de la FFDU de otros revestimientos (incluidos materiales cerámicos);08 02 02 | Lodos acuosos que contienen materiales cerámicos
08 02 03;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;02 | Residuos de la FFDU de otros revestimientos (incluidos materiales cerámicos);08 02 03 | Suspensiones acuosas que contienen materiales cerámicos
08 02 99;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;02 | Residuos de la FFDU de otros revestimientos (incluidos materiales cerámicos);08 02 99 | Residuos no especificados en otra categoría
08 03 07;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;03 | Residuos de la FFDU de tintas de impresión;08 03 07 | Lodos acuosos que contienen tinta
08 03 08;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;03 | Residuos de la FFDU de tintas de impresión;08 03 08 | Residuos líquidos acuosos que contienen tinta
08 03 13;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;03 | Residuos de la FFDU de tintas de impresión;08 03 13 | Residuos de tintas distintos de los especificados en el código 08 03 12
08 03 15;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;03 | Residuos de la FFDU de tintas de impresión;08 03 15 | Lodos de tinta distintos de los especificados en el código 08 03 14
08 03 18;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;03 | Residuos de la FFDU de tintas de impresión;08 03 18 | Residuos de tóner de impresión, distintos de los especificados en el código 08 03 17
08 03 99;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;03 | Residuos de la FFDU de tintas de impresión;08 03 99 | Residuos no especificados en otra categoría
08 04 10;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;04 | Residuos de la FFDU de adhesivos y sellantes (incluyendo productos de impermeabilización);08 04 10 | Residuos de adhesivos y sellantes, distintos de los especificados en el código 08 04 09
08 04 12;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;04 | Residuos de la FFDU de adhesivos y sellantes (incluyendo productos de impermeabilización);08 04 12 | Lodos de adhesivos y sellantes, distintos de los especificados en el código 08 04 11
08 04 14;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;04 | Residuos de la FFDU de adhesivos y sellantes (incluyendo productos de impermeabilización);08 04 14 | Lodos acuosos que contienen adhesivos o sellantes, distintos de los especificados en el código 08 04 13
08 04 16;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;04 | Residuos de la FFDU de adhesivos y sellantes (incluyendo productos de impermeabilización);08 04 16 | Residuos líquidos acuosos que contienen adhesivos o sellantes, distintos de los especificados en el código 08 04 15
08 04 99;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;04 | Residuos de la FFDU de adhesivos y sellantes (incluyendo productos de impermeabilización);08 04 99 | Residuos no especificados en otra categoría
09 01 07;09 | Residuos de la industria fotográfica;01 | Residuos de la industria fotográfica;09 01 07 | Películas y papel fotográfico que contienen plata o compuestos de plata
09 01 08;09 | Residuos de la industria fotográfica;01 | Residuos de la industria fotográfica;09 01 08 | Películas y papel fotográfico que no contienen plata ni compuestos de plata
09 01 10;09 | Residuos de la industria fotográfica;01 | Residuos de la industria fotográfica;09 01 10 | Cámaras de un solo uso sin pilas ni acumuladores
09 01 12;09 | Residuos de la industria fotográfica;01 | Residuos de la industria fotográfica;09 01 12 | Cámaras de un solo uso con pilas o acumuladores distintas de las especificadas en el código 09 01 11
09 01 99;09 | Residuos de la industria fotográfica;01 | Residuos de la industria fotográfica;09 01 99 | Residuos no especificados en otra categoría
10 01 01;10 | Residuos de procesos térmicos;01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19);10 01 01 | Cenizas del hogar, escorias y polvo de caldera (excepto el polvo de caldera especificado en el código 10 01 04)
10 01 02;10 | Residuos de procesos térmicos;01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19);10 01 02 | Cenizas volantes de carbón
10 01 03;10 | Residuos de procesos térmicos;01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19);10 01 03 | Cenizas volantes de turba y de madera (no tratada)
10 01 05;10 | Residuos de procesos térmicos;01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19);10 01 05 | Residuos cálcicos de reacción, en forma sólida, procedentes de la desulfuración de gases de combustión
10 01 07;10 | Residuos de procesos térmicos;01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19);10 01 07 | Residuos cálcicos de reacción, en forma de lodos, procedentes de la desulfuración de gases de combustión
10 01 15;10 | Residuos de procesos térmicos;01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19);10 01 15 | Cenizas del hogar, escorias y polvo de caldera procedentes de la coincineración, distintos de los especificados en el código 10 01 14
10 01 17;10 | Residuos de procesos térmicos;01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19);10 01 17 | Cenizas volantes procedentes de la co-incineración distintas de las especificadas en el código 10 01 16
10 01 19;10 | Residuos de procesos térmicos;01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19);10 01 19 | Residuos procedentes de la depuración de gases distintos de los especificados en los códigos 10 01 05, 10 01 07 y 10 01 18
10 01 21;10 | Residuos de procesos térmicos;01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19);10 01 21 | Lodos del tratamiento in situ de efluentes, distintos de los especificados en el código 10 01 20
10 01 23;10 | Residuos de procesos térmicos;01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19);10 01 23 | Lodos acuosos procedentes de la limpieza de calderas, distintos de los especificados en el código 10 01 22
10 01 24;10 | Residuos de procesos térmicos;01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19);10 01 24 | Arenas de lechos fluidizados
10 01 25;10 | Residuos de procesos térmicos;01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19);10 01 25 | Residuos procedentes del almacenamiento y preparación de combustible de centrales termoeléctricas de carbón
10 01 26;10 | Residuos de procesos térmicos;01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19);10 01 26 | Residuos del tratamiento del agua de refrigeración
10 01 99;10 | Residuos de procesos térmicos;01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19);10 01 99 | Residuos no especificados en otra categoría
10 02 01;10 | Residuos de procesos térmicos;02 | Residuos de la industria del hierro y del acero;10 02 01 | Residuos del tratamiento de escorias
10 02 02;10 | Residuos de procesos térmicos;02 | Residuos de la industria del hierro y del acero;10 02 02 | Escorias no tratadas
10 02 08;10 | Residuos de procesos térmicos;02 | Residuos de la industria del hierro y del acero;10 02 08 | Residuos sólidos del tratamiento de gases, distintos de los especificados en el código 10 02 07
10 02 10;10 | Residuos de procesos térmicos;02 | Residuos de la industria del hierro y del acero;10 02 10 | Cascarilla de laminación
10 02 12;10 | Residuos de procesos térmicos;02 | Residuos de la industria del hierro y del acero;10 02 12 | Residuos del tratamiento del agua de refrigeración, distintos de los especificados en el código 10 02 11
10 02 14;10 | Residuos de procesos térmicos;02 | Residuos de la industria del hierro y del acero;10 02 14 | Lodos y tortas de filtración del tratamiento de gases, distintos de los especificados en el código 10 02 13
10 02 15;10 | Residuos de procesos térmicos;02 | Residuos de la industria del hierro y del acero;10 02 15 | Otros lodos y tortas de filtración
10 02 99;10 | Residuos de procesos térmicos;02 | Residuos de la industria del hierro y del acero;10 02 99 | Residuos no especificados en otra categoría
10 03 02;10 | Residuos de procesos térmicos;03 | Residuos de la termometalurgia del aluminio;10 03 02 | Fragmentos de ánodos
10 03 05;10 | Residuos de procesos térmicos;03 | Residuos de la termometalurgia del aluminio;10 03 05 | Residuos de alúmina
10 03 16;10 | Residuos de procesos térmicos;03 | Residuos de la termometalurgia del aluminio;10 03 16 | Espumas distintas de las especificadas en el código 10 03 15
10 03 18;10 | Residuos de procesos térmicos;03 | Residuos de la termometalurgia del aluminio;10 03 18 | Residuos que contienen carbono procedentes de la fabricación de ánodos, distintos de los especificados en el código 10 03 17
10 03 20;10 | Residuos de procesos térmicos;03 | Residuos de la termometalurgia del aluminio;10 03 20 | Partículas, procedentes de los efluentes gaseosos, distintas de las especificadas en el código 10 03 19
10 03 22;10 | Residuos de procesos térmicos;03 | Residuos de la termometalurgia del aluminio;10 03 22 | Otras partículas y polvo (incluido el polvo de molienda) distintos de los especificados en el código 10 03 21
10 03 24;10 | Residuos de procesos térmicos;03 | Residuos de la termometalurgia del aluminio;10 03 24 | Residuos sólidos del tratamiento de gases, distintos de los especificados en el código 10 03 23
10 03 26;10 | Residuos de procesos térmicos;03 | Residuos de la termometalurgia del aluminio;10 03 26 | Lodos y tortas de filtración del tratamiento de gases, distintos de los especificados en el código 10 03 25
10 03 28;10 | Residuos de procesos térmicos;03 | Residuos de la termometalurgia del aluminio;10 03 28 | Residuos del tratamiento del agua de refrigeración, distintos de los especificados en el código 10 03 27
10 03 30;10 | Residuos de procesos térmicos;03 | Residuos de la termometalurgia del aluminio;10 03 30 | Residuos del tratamiento de escorias salinas y granzas negras distintos de los especificados en el código 10 03 29
10 03 99;10 | Residuos de procesos térmicos;03 | Residuos de la termometalurgia del aluminio;10 03 99 | Residuos no especificados en otra categoría
10 04 10;10 | Residuos de procesos térmicos;04 | Residuos de la termometalurgia del plomo;10 04 10 | Residuos del tratamiento del agua de refrigeración distintos de los especificados en el código 10 04 09
10 04 99;10 | Residuos de procesos térmicos;04 | Residuos de la termometalurgia del plomo;10 04 99 | Residuos no especificados en otra categoría
10 05 01;10 | Residuos de procesos térmicos;05 | Residuos de la termometalurgia del zinc;10 05 01 | Escorias de la producción primaria y secundaria
10 05 04;10 | Residuos de procesos térmicos;05 | Residuos de la termometalurgia del zinc;10 05 04 | Otras partículas y polvos
10 05 09;10 | Residuos de procesos térmicos;05 | Residuos de la termometalurgia del zinc;10 05 09 | Residuos del tratamiento del agua de refrigeración distintos de los especificados en el código 10 05 08
10 05 11;10 | Residuos de procesos térmicos;05 | Residuos de la termometalurgia del zinc;10 05 11 | Granzas y espumas distintas de las especificadas en el código 10 05 10
10 05 99;10 | Residuos de procesos térmicos;05 | Residuos de la termometalurgia del zinc;10 05 99 | Residuos no especificados en otra categoría
10 06 01;10 | Residuos de procesos térmicos;06 | Residuos de la termometalurgia del cobre;10 06 01 | Escorias de la producción primaria y secundaria
10 06 02;10 | Residuos de procesos térmicos;06 | Residuos de la termometalurgia del cobre;10 06 02 | Granzas y espumas de la producción primaria y secundaria
10 06 04;10 | Residuos de procesos térmicos;06 | Residuos de la termometalurgia del cobre;10 06 04 | Otras partículas y polvos
10 06 10;10 | Residuos de procesos térmicos;06 | Residuos de la termometalurgia del cobre;10 06 10 | Residuos del tratamiento del agua de refrigeración, distintos de los especificados en el código 10 06 09
10 06 99;10 | Residuos de procesos térmicos;06 | Residuos de la termometalurgia del cobre;10 06 99 | Residuos no especificados en otra categoría
10 07 01;10 | Residuos de procesos térmicos;07 | Residuos de la termometalurgia de la plata, oro y platino;10 07 01 | Escorias de la producción primaria y secundaria
10 07 02;10 | Residuos de procesos térmicos;07 | Residuos de la termometalurgia de la plata, oro y platino;10 07 02 | Granzas y espumas de la producción primaria y secundaria
10 07 03;10 | Residuos de procesos térmicos;07 | Residuos de la termometalurgia de la plata, oro y platino;10 07 03 | Residuos sólidos del tratamiento de gases
10 07 04;10 | Residuos de procesos térmicos;07 | Residuos de la termometalurgia de la plata, oro y platino;10 07 04 | Otras partículas y polvos
10 07 05;10 | Residuos de procesos térmicos;07 | Residuos de la termometalurgia de la plata, oro y platino;10 07 05 | Lodos y tortas de filtración del tratamiento de gases
10 07 08;10 | Residuos de procesos térmicos;07 | Residuos de la termometalurgia de la plata, oro y platino;10 07 08 | Residuos del tratamiento del agua de refrigeración distintos de los especificados en el código 10 07 07
10 07 99;10 | Residuos de procesos térmicos;07 | Residuos de la termometalurgia de la plata, oro y platino;10 07 99 | Residuos no especificados en otra categoría
10 08 04;10 | Residuos de procesos térmicos;08 | Residuos de la termometalurgia de otros metales no férreos;10 08 04 | Partículas y polvo
10 08 09;10 | Residuos de procesos térmicos;08 | Residuos de la termometalurgia de otros metales no férreos;10 08 09 | Otras escorias
10 08 11;10 | Residuos de procesos térmicos;08 | Residuos de la termometalurgia de otros metales no férreos;10 08 11 | Granzas y espumas distintas de las especificadas en el código 10 08 10
10 08 13;10 | Residuos de procesos térmicos;08 | Residuos de la termometalurgia de otros metales no férreos;10 08 13 | Residuos que contienen carbono procedentes de la fabricación de ánodos distintos de los especificados en el código 10 08 12
10 08 14;10 | Residuos de procesos térmicos;08 | Residuos de la termometalurgia de otros metales no férreos;10 08 14 | Fragmentos de ánodos
10 08 16;10 | Residuos de procesos térmicos;08 | Residuos de la termometalurgia de otros metales no férreos;10 08 16 | Partículas procedentes de los efluentes gaseosos distintas de las especificadas en el código 10 08 15
10 08 18;10 | Residuos de procesos térmicos;08 | Residuos de la termometalurgia de otros metales no férreos;10 08 18 | Lodos y tortas de filtración del tratamiento de gases, distintos de los especificados en el código 10 08 17
10 08 20;10 | Residuos de procesos térmicos;08 | Residuos de la termometalurgia de otros metales no férreos;10 08 20 | Residuos del tratamiento del agua de refrigeración distintos de los especificados en el código 10 08 19
10 08 99;10 | Residuos de procesos térmicos;08 | Residuos de la termometalurgia de otros metales no férreos;10 08 99 | Residuos no especificados en otra categoría
10 09 03;10 | Residuos de procesos térmicos;09 | Residuos de la fundición de piezas férreas;10 09 03 | Escorias de horno
10 09 06;10 | Residuos de procesos térmicos;09 | Residuos de la fundición de piezas férreas;10 09 06 | Machos y moldes de fundición sin colada distintos de los especificados en el código 10 09 05
10 09 08;10 | Residuos de procesos térmicos;09 | Residuos de la fundición de piezas férreas;10 09 08 | Machos y moldes de fundición con colada distintos de los especificados en el código 10 09 07
10 09 10;10 | Residuos de procesos térmicos;09 | Residuos de la fundición de piezas férreas;10 09 10 | Partículas procedentes de los efluentes gaseosos distintas de las especificadas en el código 10 09 09
10 09 12;10 | Residuos de procesos térmicos;09 | Residuos de la fundición de piezas férreas;10 09 12 | Otras partículas distintas de las especificadas en el código 10 09 11
10 09 14;10 | Residuos de procesos térmicos;09 | Residuos de la fundición de piezas férreas;10 09 14 | Ligantes residuales distintos de los especificados en el código 10 09 13
10 09 16;10 | Residuos de procesos térmicos;09 | Residuos de la fundición de piezas férreas;10 09 16 | Residuos de agentes indicadores de fisuración distintos de los especificados en el código 10 09 15
10 09 99;10 | Residuos de procesos térmicos;09 | Residuos de la fundición de piezas férreas;10 09 99 | Residuos no especificados en otra categoría
10 10 03;10 | Residuos de procesos térmicos;10 | Residuos de la fundición de piezas no férreas;10 10 03 | Escorias de horno
10 10 06;10 | Residuos de procesos térmicos;10 | Residuos de la fundición de piezas no férreas;10 10 06 | Machos y moldes de fundición sin colada distintos de los especificados en el código 10 10 05
10 10 08;10 | Residuos de procesos térmicos;10 | Residuos de la fundición de piezas no férreas;10 10 08 | Machos y moldes de fundición con colada distintos de los especificados en el código 10 10 07
10 10 10;10 | Residuos de procesos térmicos;10 | Residuos de la fundición de piezas no férreas;10 10 10 | Partículas procedentes de los efluentes gaseosos, distintas de las especificadas en el código 10 10 09
10 10 12;10 | Residuos de procesos térmicos;10 | Residuos de la fundición de piezas no férreas;10 10 12 | Otras partículas distintas de las especificadas en el código 10 10 11
10 10 14;10 | Residuos de procesos térmicos;10 | Residuos de la fundición de piezas no férreas;10 10 14 | Ligantes residuales distintos de los especificados en el código 10 10 13
10 10 16;10 | Residuos de procesos térmicos;10 | Residuos de la fundición de piezas no férreas;10 10 16 | Residuos de agentes indicadores de fisuración distintos de los especificados en el código 10 10 15
10 10 99;10 | Residuos de procesos térmicos;10 | Residuos de la fundición de piezas no férreas;10 10 99 | Residuos no especificados en otra categoría
10 11 03;10 | Residuos de procesos térmicos;11 | Residuos de la fabricación del vidrio y sus derivados;10 11 03 | Residuos de materiales de fibra de vidrio
10 11 05;10 | Residuos de procesos térmicos;11 | Residuos de la fabricación del vidrio y sus derivados;10 11 05 | Partículas y polvo
10 11 10;10 | Residuos de procesos térmicos;11 | Residuos de la fabricación del vidrio y sus derivados;10 11 10 | Residuos de la preparación de mezclas antes del proceso de cocción distintos de los especificados en el código 10 11 09
10 11 12;10 | Residuos de procesos térmicos;11 | Residuos de la fabricación del vidrio y sus derivados;10 11 12 | Residuos de vidrio distintos de los especificados en el código 10 11 11
10 11 14;10 | Residuos de procesos térmicos;11 | Residuos de la fabricación del vidrio y sus derivados;10 11 14 | Lodos procedentes del pulido y esmerilado del vidrio, distintos de los especificados en el código 10 11 13
10 11 16;10 | Residuos de procesos térmicos;11 | Residuos de la fabricación del vidrio y sus derivados;10 11 16 | Residuos sólidos del tratamiento de gases de combustión, distintos de los especificados en el código 10 11 15
10 11 18;10 | Residuos de procesos térmicos;11 | Residuos de la fabricación del vidrio y sus derivados;10 11 18 | Lodos y tortas de filtración del tratamiento de gases, distintos de los especificados en el código 10 11 17
10 11 20;10 | Residuos de procesos térmicos;11 | Residuos de la fabricación del vidrio y sus derivados;10 11 20 | Residuos sólidos del tratamiento in situ de efluentes, distintos de los especificados en el código 10 11 19
10 11 99;10 | Residuos de procesos térmicos;11 | Residuos de la fabricación del vidrio y sus derivados;10 11 99 | Residuos no especificados en otra categoría
10 12 01;10 | Residuos de procesos térmicos;12 | Residuos de la fabricación de productos cerámicos, ladrillos, tejas y materiales de construcción;10 12 01 | Residuos de la preparación de mezclas antes del proceso de cocción
10 12 03;10 | Residuos de procesos térmicos;12 | Residuos de la fabricación de productos cerámicos, ladrillos, tejas y materiales de construcción;10 12 03 | Partículas y polvo
10 12 05;10 | Residuos de procesos térmicos;12 | Residuos de la fabricación de productos cerámicos, ladrillos, tejas y materiales de construcción;10 12 05 | Lodos y tortas de filtración del tratamiento de gases
10 12 06;10 | Residuos de procesos térmicos;12 | Residuos de la fabricación de productos cerámicos, ladrillos, tejas y materiales de construcción;10 12 06 | Moldes desechados
10 12 08;10 | Residuos de procesos térmicos;12 | Residuos de la fabricación de productos cerámicos, ladrillos, tejas y materiales de construcción;10 12 08 | Residuos de cerámica, ladrillos, tejas y materiales de construcción (después del proceso de cocción)
10 12 10;10 | Residuos de procesos térmicos;12 | Residuos de la fabricación de productos cerámicos, ladrillos, tejas y materiales de construcción;10 12 10 | Residuos sólidos del tratamiento de gases, distintos de los especificados en el código 10 12 09
10 12 12;10 | Residuos de procesos térmicos;12 | Residuos de la fabricación de productos cerámicos, ladrillos, tejas y materiales de construcción;10 12 12 | Residuos de vidriado distintos de los especificados en el código 10 12 11
10 12 13;10 | Residuos de procesos térmicos;12 | Residuos de la fabricación de productos cerámicos, ladrillos, tejas y materiales de construcción;10 12 13 | Lodos del tratamiento in situ de efluentes
10 12 99;10 | Residuos de procesos térmicos;12 | Residuos de la fabricación de productos cerámicos, ladrillos, tejas y materiales de construcción;10 12 99 | Residuos no especificados en otra categoría
10 13 01;10 | Residuos de procesos térmicos;13 | Residuos de la fabricación de cemento, cal y yeso y de productos derivados;10 13 01 | Residuos de la preparación de mezclas antes del proceso de cocción
10 13 04;10 | Residuos de procesos térmicos;13 | Residuos de la fabricación de cemento, cal y yeso y de productos derivados;10 13 04 | Residuos de calcinación e hidratación de la cal
10 13 06;10 | Residuos de procesos térmicos;13 | Residuos de la fabricación de cemento, cal y yeso y de productos derivados;10 13 06 | Partículas y polvo (excepto los códigos 10 13 12 y 10 13 13)
10 13 07;10 | Residuos de procesos térmicos;13 | Residuos de la fabricación de cemento, cal y yeso y de productos derivados;10 13 07 | Lodos y tortas de filtración del tratamiento de gases
10 13 10;10 | Residuos de procesos térmicos;13 | Residuos de la fabricación de cemento, cal y yeso y de productos derivados;10 13 10 | Residuos de la fabricación de fibrocemento distintos de los especificados en el código 10 13 09
10 13 11;10 | Residuos de procesos térmicos;13 | Residuos de la fabricación de cemento, cal y yeso y de productos derivados;10 13 11 | Residuos de materiales compuestos a base de cemento distintos de los especificados en los códigos 10 13 09 y 10 13 10
10 13 13;10 | Residuos de procesos térmicos;13 | Residuos de la fabricación de cemento, cal y yeso y de productos derivados;10 13 13 | Residuos sólidos del tratamiento de gases, distintos de los especificados en el código 10 13 12
10 13 14;10 | Residuos de procesos térmicos;13 | Residuos de la fabricación de cemento, cal y yeso y de productos derivados;10 13 14 | Residuos de hormigón y lodos de hormigón
10 13 99;10 | Residuos de procesos térmicos;13 | Residuos de la fabricación de cemento, cal y yeso y de productos derivados;10 13 99 | Residuos no especificados en otra categoría
11 01 10;"11 | Residuos del tratamiento químico de superficie y del recubrimiento de metales y otros materiales; residuos de la hidrometalurgia no férrea";01 | Residuos del tratamiento químico de superficie y del recubrimiento de metales y otros materiales (por ejemplo, procesos de galvanización, procesos de recubrimiento con zinc, procesos de decapado, grabado, fosfatación, desengrasado alcalino y anodización);11 01 10 | Lodos y tortas de filtración distintos de los especificados en el código 11 01 09
11 01 12;"11 | Residuos del tratamiento químico de superficie y del recubrimiento de metales y otros materiales; residuos de la hidrometalurgia no férrea";01 | Residuos del tratamiento químico de superficie y del recubrimiento de metales y otros materiales (por ejemplo, procesos de galvanización, procesos de recubrimiento con zinc, procesos de decapado, grabado, fosfatación, desengrasado alcalino y anodización);11 01 12 | Líquidos acuosos de enjuague distintos de los especificados en el código 11 01 11
11 01 14;"11 | Residuos del tratamiento químico de superficie y del recubrimiento de metales y otros materiales; residuos de la hidrometalurgia no férrea";01 | Residuos del tratamiento químico de superficie y del recubrimiento de metales y otros materiales (por ejemplo, procesos de galvanización, procesos de recubrimiento con zinc, procesos de decapado, grabado, fosfatación, desengrasado alcalino y anodización);11 01 14 | Residuos de desengrasado distintos de los especificados en el código 11 01 13
11 01 99;"11 | Residuos del tratamiento químico de superficie y del recubrimiento de metales y otros materiales; residuos de la hidrometalurgia no férrea";01 | Residuos del tratamiento químico de superficie y del recubrimiento de metales y otros materiales (por ejemplo, procesos de galvanización, procesos de recubrimiento con zinc, procesos de decapado, grabado, fosfatación, desengrasado alcalino y anodización);11 01 99 | Residuos no especificados en otra categoría
11 02 03;"11 | Residuos del tratamiento químico de superficie y del recubrimiento de metales y otros materiales; residuos de la hidrometalurgia no férrea";02 | Residuos de procesos hidrometalúrgicos no férreos;11 02 03 | Residuos de la producción de ánodos para procesos de electrólisis acuosa
11 02 06;"11 | Residuos del tratamiento químico de superficie y del recubrimiento de metales y otros materiales; residuos de la hidrometalurgia no férrea";02 | Residuos de procesos hidrometalúrgicos no férreos;11 02 06 | Residuos de procesos de la hidrometalurgia del cobre distintos de los especificados en el código 11 02 05
11 02 99;"11 | Residuos del tratamiento químico de superficie y del recubrimiento de metales y otros materiales; residuos de la hidrometalurgia no férrea";02 | Residuos de procesos hidrometalúrgicos no férreos;11 02 99 | Residuos no especificados en otra categoría
11 05 01;"11 | Residuos del tratamiento químico de superficie y del recubrimiento de metales y otros materiales; residuos de la hidrometalurgia no férrea";05 | Residuos de procesos de galvanización en caliente;11 05 01 | Matas de galvanización
11 05 02;"11 | Residuos del tratamiento químico de superficie y del recubrimiento de metales y otros materiales; residuos de la hidrometalurgia no férrea";05 | Residuos de procesos de galvanización en caliente;11 05 02 | Cenizas de zinc
11 05 99;"11 | Residuos del tratamiento químico de superficie y del recubrimiento de metales y otros materiales; residuos de la hidrometalurgia no férrea";05 | Residuos de procesos de galvanización en caliente;11 05 99 | Residuos no especificados en otra categoría
12 01 01;12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;12 01 01 | Limaduras y virutas de metales férreos
12 01 02;12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;12 01 02 | Polvo y partículas de metales férreos
12 01 03;12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;12 01 03 | Limaduras y virutas de metales no férreos
12 01 04;12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;12 01 04 | Polvo y partículas de metales no férreos
12 01 05;12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;12 01 05 | Virutas y rebabas de plástico
12 01 13;12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;12 01 13 | Residuos de soldadura
12 01 15;12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;12 01 15 | Lodos de mecanizado distintos de los especificados en el código 12 01 14
12 01 17;12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;12 01 17 | Residuos de granallado o chorreado distintos de los especificados en el código 12 01 16
